-3.00000000000000E+00  1.94359324446661E-01  1.39015541088225E-01  6.90536665298168E-02 
-2.99399399399399E+00  1.95401059814596E-01  1.31628557623665E-01  6.97625280441225E-02 
-2.98798798798799E+00  1.96556506315016E-01  1.24768153564545E-01  7.04284673930784E-02 
-2.98198198198198E+00  1.97821098530675E-01  1.18513343242084E-01  7.10456239943456E-02 
-2.97597597597598E+00  1.99192399672042E-01  1.12948493695431E-01  7.16084317908553E-02 
-2.96996996996997E+00  2.00667084176596E-01  1.08158803876729E-01  7.21116428402747E-02 
-2.96396396396396E+00  2.02241004375340E-01  1.04225108848478E-01  7.25503481642470E-02 
-2.95795795795796E+00  2.03909267860667E-01  1.01216963039850E-01  7.29199963947532E-02 
-2.95195195195195E+00  2.05666323654796E-01  9.91848357225169E-02  7.32164107069245E-02 
-2.94594594594595E+00  2.07506055206195E-01  9.81530019684985E-02  7.34358044830640E-02 
-2.93993993993994E+00  2.09421878254086E-01  9.81150759490542E-02  7.35747961142030E-02 
-2.93393393393393E+00  2.11406841686079E-01  9.90336958273920E-02  7.36304233150013E-02 
-2.92792792792793E+00  2.13453729655594E-01  1.00844650014497E-01  7.36001573062597E-02 
-2.92192192192192E+00  2.15555163407223E-01  1.03464321995304E-01  7.34819172074400E-02 
-2.91591591591592E+00  2.17703701462357E-01  1.06798480214769E-01  7.32740849796581E-02 
-2.90990990990991E+00  2.19891937029007E-01  1.10750486814176E-01  7.29755212678646E-02 
-2.90390390390390E+00  2.22112591705451E-01  1.15227694061056E-01  7.25855825093331E-02 
-2.89789789789790E+00  2.24358604736789E-01  1.20145632919608E-01  7.21041397040583E-02 
-2.89189189189189E+00  2.26623217249344E-01  1.25430205356904E-01  7.15315992809362E-02 
-2.88588588588589E+00  2.28900051025481E-01  1.31018371832915E-01  7.08689265409389E-02 
-2.87987987987988E+00  2.31183181488676E-01  1.36857856908248E-01  7.01176722136237E-02 
-2.87387387387387E+00  2.33467204645740E-01  1.42906301780558E-01  6.92800027238133E-02 
-2.86786786786787E+00  2.35747297781371E-01  1.49130165153190E-01  6.83587348269473E-02 
-2.86186186186186E+00  2.38019273722683E-01  1.55503560694349E-01  6.73573753275394E-02 
-2.85585585585586E+00  2.40279628491503E-01  1.62007135830560E-01  6.62801666340921E-02 
-2.84984984984985E+00  2.42525582144331E-01  1.68627041771571E-01  6.51321389082276E-02 
-2.84384384384384E+00  2.44755112568237E-01  1.75354011848106E-01  6.39191695087509E-02 
-2.83783783783784E+00  2.46966981960415E-01  1.82182547395731E-01  6.26480502728344E-02 
-2.83183183183183E+00  2.49160755674118E-01  1.89110201919541E-01  6.13265628581903E-02 
-2.82582582582583E+00  2.51336813069272E-01  1.96136951217802E-01  5.99635618096817E-02 
-2.81981981981982E+00  2.53496349966759E-01  2.03264637023398E-01  5.85690640993097E-02 
-2.81381381381381E+00  2.55641372276158E-01  2.10496473024347E-01  5.71543424747928E-02 
-2.80780780780781E+00  2.57774680352242E-01  2.17836603977282E-01  5.57320178644051E-02 
-2.80180180180180E+00  2.59899843640630E-01  2.25289710554469E-01  5.43161431389306E-02 
-2.79579579579580E+00  2.62021165202024E-01  2.32860654324169E-01  5.29222665763734E-02 
-2.78978978978979E+00  2.64143635761628E-01  2.40554158748306E-01  5.15674583920712E-02 
-2.78378378378378E+00  2.66272877019098E-01  2.48374523258037E-01  5.02702779549511E-02 
-2.77777777777778E+00  2.68415074077382E-01  2.56325368344960E-01  4.90506535954799E-02 
-2.77177177177177E+00  2.70576897007261E-01  2.64409410212592E-01  4.79296427874631E-02 
-2.76576576576577E+00  2.72764846926337E-01  2.72621034488718E-01  4.69290404724977E-02 
-2.75975975975976E+00  2.74989343282005E-01  2.80983206236961E-01  4.60708107043127E-02 
-2.75375375375375E+00  2.77253298510313E-01  2.89471217297527E-01  4.53763348917902E-02 
-2.74774774774775E+00  2.79566501564652E-01  2.98090718488748E-01  4.48655001992096E-02 
-2.74174174174174E+00  2.81936520002247E-01  3.06837492533620E-01  4.45556914313139E-02 
-2.73573573573574E+00  2.84370735435160E-01  3.15705632189996E-01  4.44608769226664E-02 
-2.72972972972973E+00  2.86876209220649E-01  3.24687494324511E-01  4.45903531761043E-02 
-2.72372372372372E+00  2.89459546285408E-01  3.33773674868078E-01  4.49488085214170E-02 
-2.71771771771772E+00  2.92126443957185E-01  3.42952615544437E-01  4.55356215953817E-02 
-2.71171171171171E+00  2.94882889168007E-01  3.52212218872088E-01  4.63452815000163E-02 
-2.70570570570571E+00  2.97732919529529E-01  3.61537384106966E-01  4.73674935334806E-02 
-2.69969969969970E+00  3.00679999251138E-01  3.70911774402788E-01  4.85885304150947E-02 
-2.69369369369369E+00  3.03726508570189E-01  3.80317423079130E-01  4.99918409759985E-02 
-2.68768768768769E+00  3.06873645180868E-01  3.89734799272727E-01  5.15590494064710E-02 
-2.68168168168168E+00  3.10121339556426E-01  3.99142883118683E-01  5.32708020400677E-02 
