-3.00000000000000E+00  1.38875935842977E+02  5.75825487100943E+01  6.32588112415465E+01 
-2.99399399399399E+00  1.41625344958422E+02  5.86615291787619E+01  6.47566952711507E+01 
-2.98798798798799E+00  1.44343345216004E+02  5.97482638768803E+01  6.61810042129026E+01 
-2.98198198198198E+00  1.47027743931649E+02  6.08408998083683E+01  6.75224788205066E+01 
-2.97597597597598E+00  1.49674733441522E+02  6.19385742621972E+01  6.87724808638735E+01 
-2.96996996996997E+00  1.52282144669352E+02  6.30394587339264E+01  6.99207043616734E+01 
-2.96396396396396E+00  1.54847371701262E+02  6.41420356474642E+01  7.09638057400704E+01 
-2.95795795795796E+00  1.57367870279293E+02  6.52447962278485E+01  7.18930987882342E+01 
-2.95195195195195E+00  1.59841161965469E+02  6.63462449389156E+01  7.27022006045044E+01 
-2.94594594594595E+00  1.62264838066771E+02  6.74449037741506E+01  7.33852406824730E+01 
-2.93993993993994E+00  1.64636563307365E+02  6.85393164050785E+01  7.39368492242889E+01 
-2.93393393393393E+00  1.66954079235607E+02  6.96280521892773E+01  7.43549676480103E+01 
-2.92792792792793E+00  1.69215207354616E+02  7.07097100376497E+01  7.46292512204454E+01 
-2.92192192192192E+00  1.71417851966465E+02  7.17829221381131E+01  7.47588324232311E+01 
-2.91591591591592E+00  1.73560002721381E+02  7.28463575303954E+01  7.47402942501159E+01 
-2.90990990990991E+00  1.75639736864763E+02  7.38987255242298E+01  7.45706945688145E+01 
-2.90390390390390E+00  1.77655221176250E+02  7.49387789509816E+01  7.42475626003333E+01 
-2.89789789789790E+00  1.79604713596595E+02  7.59653172366316E+01  7.37688958538581E+01 
-2.89189189189189E+00  1.81486564539683E+02  7.69771892821614E+01  7.31331573678375E+01 
-2.88588588588589E+00  1.83299217888640E+02  7.79732961357139E+01  7.23392731436358E+01 
-2.87987987987988E+00  1.85041211676679E+02  7.89525934395160E+01  7.13866296950247E+01 
-2.87387387387387E+00  1.86711178455076E+02  7.99140936334287E+01  7.02750716764570E+01 
-2.86786786786787E+00  1.88307845352424E+02  8.08568678961857E+01  6.90048995979949E+01 
-2.86186186186186E+00  1.89830033831218E+02  8.17800478048977E+01  6.75768676884423E+01 
-2.85585585585586E+00  1.91276659149581E+02  8.26828266932366E+01  6.59921820358192E+01 
-2.84984984984985E+00  1.92646729537965E+02  8.35644606889453E+01  6.42524992235785E+01 
-2.84384384384384E+00  1.93939345102483E+02  8.44242694118707E+01  6.23599258038200E+01 
-2.83783783783784E+00  1.95153696468516E+02  8.52616363146894E+01  6.03170191239585E+01 
-2.83183183183183E+00  1.96290550355288E+02  8.60765508319545E+01  5.81267902810431E+01 
-2.82582582582583E+00  1.97346186649144E+02  8.68674017107244E+01  5.57927103679206E+01 
-2.81981981981982E+00  1.98321673249655E+02  8.76343472276780E+01  5.33187217817381E+01 
-2.81381381381381E+00  1.99216543959103E+02  8.83770217049371E+01  5.07092573337447E+01 
-2.80780780780781E+00  2.00030412483123E+02  8.90951189521281E+01  4.79692714907872E+01 
-2.80180180180180E+00  2.00762970048326E+02  8.97883902341481E+01  4.51042907748519E+01 
-2.79579579579580E+00  2.01413982915636E+02  9.04566418204240E+01  4.21204950696062E+01 
