 0.00000000000000E+00  2.17759077755174E-01  2.17759077755175E-01  2.17759077755174E-01  2.17759077755174E-01 
 9.00900900900901E-02  2.17755708951267E-01  2.17756490701441E-01  2.17755708951267E-01  2.17756490701441E-01 
 1.80180180180180E-01  2.17745602487009E-01  2.17748729405222E-01  2.17745602487009E-01  2.17748729405222E-01 
 2.70270270270270E-01  2.17728758204793E-01  2.17735793461454E-01  2.17728758204793E-01  2.17735793461454E-01 
 3.60360360360360E-01  2.17705175842043E-01  2.17717682195063E-01  2.17705175842043E-01  2.17717682195063E-01 
 4.50450450450450E-01  2.17674855031354E-01  2.17694394661005E-01  2.17674855031354E-01  2.17694394661005E-01 
 5.40540540540541E-01  2.17637795300691E-01  2.17665929644329E-01  2.17637795300691E-01  2.17665929644329E-01 
 6.30630630630631E-01  2.17593996073661E-01  2.17632285660259E-01  2.17593996073661E-01  2.17632285660259E-01 
 7.20720720720721E-01  2.17543456669814E-01  2.17593460954288E-01  2.17543456669814E-01  2.17593460954288E-01 
 8.10810810810811E-01  2.17486176305024E-01  2.17549453502284E-01  2.17486176305024E-01  2.17549453502284E-01 
 9.00900900900901E-01  2.17422154091937E-01  2.17500261010643E-01  2.17422154091937E-01  2.17500261010644E-01 
 9.90990990990991E-01  2.17351389040442E-01  2.17445880916421E-01  2.17351389040441E-01  2.17445880916421E-01 
 1.08108108108108E+00  2.17273880058234E-01  2.17386310387509E-01  2.17273880058234E-01  2.17386310387509E-01 
 1.17117117117117E+00  2.17189625951427E-01  2.17321546322826E-01  2.17189625951427E-01  2.17321546322826E-01 
 1.26126126126126E+00  2.17098625425212E-01  2.17251585352517E-01  2.17098625425212E-01  2.17251585352517E-01 
 1.35135135135135E+00  2.17000877084590E-01  2.17176423838183E-01  2.17000877084590E-01  2.17176423838183E-01 
 1.44144144144144E+00  2.16896379435165E-01  2.17096057873124E-01  2.16896379435165E-01  2.17096057873124E-01 
 1.53153153153153E+00  2.16785130883980E-01  2.17010483282603E-01  2.16785130883980E-01  2.17010483282603E-01 
 1.62162162162162E+00  2.16667129740432E-01  2.16919695624125E-01  2.16667129740432E-01  2.16919695624125E-01 
 1.71171171171171E+00  2.16542374217242E-01  2.16823690187752E-01  2.16542374217242E-01  2.16823690187752E-01 
 1.80180180180180E+00  2.16410862431475E-01  2.16722461996414E-01  2.16410862431475E-01  2.16722461996414E-01 
 1.89189189189189E+00  2.16272592405636E-01  2.16616005806255E-01  2.16272592405636E-01  2.16616005806255E-01 
 1.98198198198198E+00  2.16127562068825E-01  2.16504316107014E-01  2.16127562068825E-01  2.16504316107014E-01 
 2.07207207207207E+00  2.15975769257939E-01  2.16387387122385E-01  2.15975769257939E-01  2.16387387122385E-01 
 2.16216216216216E+00  2.15817211718961E-01  2.16265212810452E-01  2.15817211718961E-01  2.16265212810451E-01 
 2.25225225225225E+00  2.15651887108293E-01  2.16137786864104E-01  2.15651887108293E-01  2.16137786864104E-01 
 2.34234234234234E+00  2.15479792994163E-01  2.16005102711500E-01  2.15479792994163E-01  2.16005102711500E-01 
 2.43243243243243E+00  2.15300926858083E-01  2.15867153516532E-01  2.15300926858083E-01  2.15867153516532E-01 
 2.52252252252252E+00  2.15115286096394E-01  2.15723932179341E-01  2.15115286096394E-01  2.15723932179342E-01 
 2.61261261261261E+00  2.14922868021857E-01  2.15575431336839E-01  2.14922868021857E-01  2.15575431336839E-01 
 2.70270270270270E+00  2.14723669865310E-01  2.15421643363249E-01  2.14723669865310E-01  2.15421643363249E-01 
 2.79279279279279E+00  2.14517688777414E-01  2.15262560370698E-01  2.14517688777414E-01  2.15262560370698E-01 
 2.88288288288288E+00  2.14304921830437E-01  2.15098174209807E-01  2.14304921830437E-01  2.15098174209808E-01 
 2.97297297297297E+00  2.14085366020121E-01  2.14928476470324E-01  2.14085366020121E-01  2.14928476470324E-01 
 3.06306306306306E+00  2.13859018267625E-01  2.14753458481782E-01  2.13859018267625E-01  2.14753458481782E-01 
 3.15315315315315E+00  2.13625875421520E-01  2.14573111314183E-01  2.13625875421520E-01  2.14573111314184E-01 
 3.24324324324324E+00  2.13385934259868E-01  2.14387425778715E-01  2.13385934259868E-01  2.14387425778715E-01 
 3.33333333333333E+00  2.13139191492367E-01  2.14196392428489E-01  2.13139191492367E-01  2.14196392428489E-01 
 3.42342342342342E+00  2.12885643762570E-01  2.14000001559321E-01  2.12885643762570E-01  2.14000001559321E-01 
 3.51351351351351E+00  2.12625287650177E-01  2.13798243210535E-01  2.12625287650177E-01  2.13798243210535E-01 
 3.60360360360360E+00  2.12358119673398E-01  2.13591107165802E-01  2.12358119673398E-01  2.13591107165802E-01 
 3.69369369369369E+00  2.12084136291399E-01  2.13378582954013E-01  2.12084136291399E-01  2.13378582954013E-01 
 3.78378378378378E+00  2.11803333906809E-01  2.13160659850176E-01  2.11803333906809E-01  2.13160659850176E-01 
 3.87387387387387E+00  2.11515708868328E-01  2.12937326876376E-01  2.11515708868328E-01  2.12937326876376E-01 
