-1.00000000000000E-06  4.56869541640603E-01  9.26725871784537E-02 -1.69815195989866E-03 -3.44457489945275E-04  3.51812550527616E-01  1.35968907591904E-01 -6.66907880804510E-04 -2.57747302878847E-04 -1.21862084721422E+02 -2.82535048190462E+01  4.52952799750896E-01  1.05016290668403E-01 -1.75177155061271E+02 -8.96370361479416E+01  3.32071795255936E-01  1.69919025712326E-01 
-9.97997997997998E-07  4.55508425331282E-01  9.91466638140650E-02 -1.69309278628856E-03 -3.68521177552504E-04  3.49847597583217E-01  1.40947766941282E-01 -6.63183048924394E-04 -2.67185398627669E-04 -1.21448869837244E+02 -2.99799973727020E+01  4.51416909083053E-01  1.11433542085980E-01 -1.73887481503163E+02 -9.21139385827958E+01  3.29627046032870E-01  1.74614326523257E-01 
-9.95995995995996E-07  4.54055572845858E-01  1.05600773012620E-01 -1.68769263576265E-03 -3.92510647600274E-04  3.47812187806329E-01  1.45898240406995E-01 -6.59324656667389E-04 -2.76569685126393E-04 -1.21011196009407E+02 -3.17004521668662E+01  4.49790106241551E-01  1.17828351576093E-01 -1.72562788235786E+02 -9.45722899217287E+01  3.27115912253424E-01  1.79274461243471E-01 
-9.93993993993994E-07  4.52511276778550E-01  1.12033614962161E-01 -1.68195259587304E-03 -4.16421068778941E-04  3.45706731114089E-01  1.50819330998693E-01 -6.55333481086411E-04 -2.85898272446073E-04 -1.20549151382327E+02 -3.34145227141083E+01  4.48072718852979E-01  1.24199431269328E-01 -1.71203342042995E+02 -9.70115950701630E+01  3.24538899642186E-01  1.83898491354785E-01 
-9.91991991991992E-07  4.50875848139666E-01  1.18443894133803E-01 -1.67587382262320E-03 -4.40247625698739E-04  3.43531651530589E-01  1.55710047643524E-01 -6.51210325976004E-04 -2.95169281875179E-04 -1.20062829008525E+02 -3.51218638127394E+01  4.46265092787014E-01  1.30545498075280E-01 -1.69809416707643E+02 -9.94313627692891E+01  3.21896527191274E-01  1.88485485610229E-01 
-9.89989989989990E-07  4.49149616292972E-01  1.24830319542647E-01 -1.66945754023506E-03 -4.63985519859576E-04  3.41287387101477E-01  1.60569405385737E-01 -6.46956021710452E-04 -3.04380846297967E-04 -1.19552326829888E+02 -3.68221316163345E+01  4.44367592086765E-01  1.36865273940966E-01 -1.68381292956437E+02 -1.01831105695002E+02  3.19189327055817E-01  1.93034520221594E-01 
-9.87987987987988E-07  4.47332928889354E-01  1.31191605007772E-01 -1.66270504090254E-03 -4.87629970617412E-04  3.38974389805740E-01  1.65396425585043E-01 -6.42571425076555E-04 -3.13531110570494E-04 -1.19017747657944E+02 -3.85149837029800E+01  4.42380598895456E-01  1.43157486108213E-01 -1.66919258403401E+02 -1.04210340556044E+02  3.16417844446781E-01  1.97544679045474E-01 
-9.85985985985986E-07  4.45426151796811E-01  1.37526469411263E-01 -1.65561768453126E-03 -5.11176216147047E-04  3.36593125464680E-01  1.70190136113702E-01 -6.38057419101072E-04 -3.22618231894233E-04 -1.18459199153161E+02 -4.02000791442353E+01  4.40304513379466E-01  1.49420867369981E-01 -1.65423607491957E+02 -1.06568588191338E+02  3.13582637521166E-01  2.02015053767772E-01 
-9.83983983983984E-07  4.43429669026768E-01  1.43833636956222E-01 -1.64819689846467E-03 -5.34619514401119E-04  3.34144073648098E-01  1.74949571552311E-01 -6.33414912872889E-04 -3.31640380187203E-04 -1.17876793803256E+02 -4.18770785737933E+01  4.38139753647738E-01  1.55654156325568E-01 -1.63894641435624E+02 -1.08905373666483E+02  3.10684277269600E-01  2.06444744086627E-01 
-9.81981981981982E-07  4.41343882656736E-01  1.50111837423703E-01 -1.64044417719663E-03 -5.57955144065123E-04  3.31627727577712E-01  1.79673773384223E-01 -6.28644841359934E-04 -3.40595738452531E-04 -1.17270648900550E+02 -4.35456442558266E+01  4.35886755667577E-01  1.61856097634655E-01 -1.62332668157354E+02 -1.11220226369408E+02  3.07723347401344E-01  2.10832857893731E-01 
-9.79979979979980E-07  4.39169212749344E-01  1.56359806428520E-01 -1.63236108207037E-03 -5.81178405508239E-04  3.29044594027830E-01  1.84361790188594E-01 -6.23748165220884E-04 -3.49482503144382E-04 -1.16640886518339E+02 -4.52054401530045E+01  4.33545973176846E-01  1.68025442270113E-01 -1.60738002227522E+02 -1.13512680105147E+02  3.04700444226740E-01  2.15178511453988E-01 
-9.77977977977978E-07  4.36906097267735E-01  1.62576285673894E-01 -1.62394924096411E-03 -6.04284621729819E-04  3.26395193223283E-01  1.89012677831985E-01 -6.18725870611689E-04 -3.58298884531182E-04 -1.15987633486316E+02 -4.68561319941692E+01  4.31117877592587E-01  1.74160947769553E-01 -1.59110964800569E+02 -1.15782273189725E+02  3.01616176537110E-01  2.19480829583500E-01 
-9.75975975975976E-07  4.34554991987364E-01  1.68760023204860E-01 -1.61521034796316E-03 -6.27269139301292E-04  3.23680058734661E-01  1.93625499658512E-01 -6.13578968986973E-04 -3.67043107056058E-04 -1.15311021365021E+02 -4.84973873416556E+01  4.28602957916082E-01  1.80261378485551E-01 -1.57451883550331E+02 -1.18028548543143E+02  2.98471165482162E-01  2.23738945825814E-01 
-9.73973973973974E-07  4.32116370404211E-01  1.74909773660403E-01 -1.60614616301879E-03 -6.50127329303336E-04  3.20899737370852E-01  1.98199326678474E-01 -6.08308496896331E-04 -3.75713409694422E-04 -1.14611186419352E+02 -5.01288756582414E+01  4.26001720634372E-01  1.86325505834494E-01 -1.55761092604039E+02 -1.20251053781429E+02  2.95266044444882E-01  2.27952002626429E-01 
-9.71971971971972E-07  4.29590723639420E-01  1.81024298524265E-01 -1.59675851159374E-03 -6.72854588258112E-04  3.18054789068919E-01  2.02733237755450E-01 -6.02915515775575E-04 -3.84308046308628E-04 -1.13888269591119E+02 -5.17502683737157E+01  4.23314689618253E-01  1.92352108544013E-01 -1.54038932475035E+02 -1.22449341307741E+02  2.92001458913986E-01  2.32119151505493E-01 
-9.69969969969970E-07  4.26978560340392E-01  1.87102366374370E-01 -1.58704928429465E-03 -6.95446339056357E-04  3.15145786781335E-01  2.07226319791805E-01 -5.97401111732972E-04 -3.92825285999630E-04 -1.13142416470659E+02 -5.33612389510496E+01  4.20542406016772E-01  1.98339972898934E-01 -1.52285749994193E+02 -1.24622968402515E+02  2.88678066353918E-01  2.36239553228687E-01 
-9.67967967967968E-07  4.24280406578346E-01  1.93142753130830E-01 -1.57702043649124E-03 -7.17898031879203E-04  3.12173316360593E-01  2.11677667912588E-01 -5.91766395330505E-04 -4.01263413455579E-04 -1.12373777267516E+02 -5.49614629521595E+01  4.17685428148246E-01  2.04287892985713E-01 -1.50501898240067E+02 -1.26771497312624E+02  2.85296536072439E-01  2.40312377976237E-01 
-9.65965965965966E-07  4.21496805742370E-01  1.99144242302463E-01 -1.56667398792255E-03 -7.40205145114463E-04  3.09137976441216E-01  2.16086385647760E-01 -5.86012501360216E-04 -4.09620729297267E-04 -1.11582506780193E+02 -5.65506181032464E+01  4.14744331387815E-01  2.10194670935301E-01 -1.48687736467788E+02 -1.28894495339536E+02  2.81857549085840E-01  2.44336805510038E-01 
-9.63963963963964E-07  4.18628318429991E-01  2.05105625231783E-01 -1.55601202229015E-03 -7.62363186267260E-04  3.06040378319203E-01  2.20451585112743E-01 -5.80140588615667E-04 -4.17895550420377E-04 -1.10768764364969E+02 -5.81283843596994E+01  4.11719708051572E-01  2.16059117164385E-01 -1.46843630036710E+02 -1.30991534926460E+02  2.78361797981782E-01  2.48312025338839E-01 
-9.61961961961962E-07  4.15675522334273E-01  2.11025701338422E-01 -1.54503668683855E-03 -7.84367692864781E-04  3.02881145828914E-01  2.24772387187231E-01 -5.74151839658565E-04 -4.26086210334443E-04 -1.09932713903814E+02 -5.96944439705503E+01  4.08612167277271E-01  2.21880050614960E-01 -1.44969950336828E+02 -1.33062193744450E+02  2.74809986779821E-01  2.52237236881475E-01 
-9.59959959959960E-07  4.12639012127470E-01  2.16903278360907E-01 -1.53375019192270E-03 -8.06214233354977E-04  2.99660915217434E-01  2.29047921692234E-01 -5.68047460580607E-04 -4.34191059498471E-04 -1.09074523771379E+02 -6.12484815424664E+01  4.05422334901650E-01  2.27656298992186E-01 -1.43067074713987E+02 -1.35106054777462E+02  2.71202830789619E-01  2.56111649628095E-01 
-9.57957957957958E-07  4.09519399341267E-01  2.22737172596787E-01 -1.52215481056286E-03 -8.27898407999069E-04  2.96380335016440E-01  2.33277327565336E-01 -5.61828680760577E-04 -4.42208465653148E-04 -1.08194366801089E+02 -6.27901841032690E+01  4.02150853334397E-01  2.33386699000483E-01 -1.41135386393881E+02 -1.37122706406335E+02  2.67541056466888E-01  2.59934483299365E-01 
-9.55955955955956E-07  4.06317312243623E-01  2.28526209141012E-01 -1.51025287798687E-03 -8.49415849757604E-04  2.93040065911587E-01  2.37459753034099E-01 -5.55496752616759E-04 -4.50136814149562E-04 -1.07292420250334E+02 -6.43192411649632E+01  3.98798381428767E-01  2.39070096577806E-01 -1.39175274404880E+02 -1.39111742491690E+02  2.63825401267085E-01  2.63704968003616E-01 
-9.53953953953954E-07  4.03033395712237E-01  2.34269222122554E-01 -1.49804679115978E-03 -8.70762225169955E-04  2.89640780609456E-01  2.41594355787604E-01 -5.49052951354710E-04 -4.57974508274384E-04 -1.06368865764772E+02 -6.58353447862683E+01  3.95365594348897E-01  2.44705347128069E-01 -1.37187133499680E+02 -1.41072762455724E+02  2.60056613496894E-01  2.67422344391888E-01 
-9.51951951951952E-07  3.99668311104679E-01  2.39965054939206E-01 -1.48553900830118E-03 -8.91933235227050E-04  2.86183163702070E-01  2.45680303146094E-01 -5.42498574710442E-04 -4.65719969571437E-04 -1.05423889341747E+02 -6.73381896346350E+01  3.91853183433834E-01  2.50291315751657E-01 -1.35171364075801E+02 -1.43005371362881E+02  2.56235452163526E-01  2.71085863810860E-01 
-9.49949949949950E-07  3.96222736125197E-01  2.45612560490512E-01 -1.47273204839010E-03 -9.12924616237153E-04  2.82667911529027E-01  2.49716772228660E-01 -5.35834942689068E-04 -4.73371638159580E-04 -1.04457681292828E+02 -6.88274730477367E+01  3.88261856058300E-01  2.55826877473985E-01 -1.33128372094951E+02 -1.44909179999392E+02  2.52362686821853E-01  2.74694788453625E-01 
-9.47947947947948E-07  3.92697364688228E-01  2.51210601408787E-01 -1.45962849065771E-03 -9.33732140684555E-04  2.79095732037260E-01  2.53702950118969E-01 -5.29063397298960E-04 -4.80927973046864E-04 -1.03470436205485E+02 -7.03028950944245E+01  3.84592335490236E-01  2.61310917472063E-01 -1.31058569001272E+02 -1.46783804951660E+02  2.48439097419434E-01  2.78248391508278E-01 
-9.45945945945946E-07  3.89092906778652E-01  2.56758050288170E-01 -1.44623097406788E-03 -9.54351618080955E-04  2.75467344638461E-01  2.57638034028979E-01 -5.22185302281480E-04 -4.88387452440868E-04 -1.02462352903897E+02 -7.17641586351304E+01  3.80845360745138E-01  2.66742331299011E-01 -1.28962371638470E+02 -1.48628868683473E+02  2.44465474139430E-01  2.81745957304289E-01 
-9.43943943943944E-07  3.85410088308807E-01  2.62253789911682E-01 -1.43254219678572E-03 -9.74778895809399E-04  2.71783480064197E-01  2.61521231460615E-01 -5.15202042836332E-04 -4.95748574055188E-04 -1.01433634408915E+02 -7.32109693817093E+01  3.77021686437226E-01  2.72120025106488E-01 -1.26840202165874E+02 -1.50443999612043E+02  2.40442617241475E-01  2.85186781456638E-01 
